Estimate,Est.Error,Q2.5,Q97.5,checkpoint,Parameter
0.007422333458022855,0.5747506881488985,-1.097514030204973,1.1506906806058723,step0-tokens0B,Intercept
0.39622594257593174,1.1485301027867874,-1.9115447178970373,2.6061831150250265,step0-tokens0B,GenPref
0.5972857373583118,0.7469266560402381,-0.6824890690864667,2.309511873565893,step1000-tokens4B,Intercept
-1.0679471727462733,1.4182242140132462,-4.569845779839961,1.1468619745938349,step1000-tokens4B,GenPref
-0.44602701444987464,0.6149355974758448,-1.8051520484938832,0.650250452817347,step10000-tokens41B,Intercept
0.8689119198689782,1.15735631147488,-1.0662558590780182,3.482472804932047,step10000-tokens41B,GenPref
-1.2383949706120827,0.618056052848914,-2.5960538607023373,-0.20868496148559712,step100000-tokens419B,Intercept
1.6986841410269458,1.2293224103076508,-0.31259305386094843,4.415287177921944,step100000-tokens419B,GenPref
0.9487388952636878,0.709536434924435,-0.312556224661342,2.5302957046977,step1500-tokens6B,Intercept
-0.7646028569295048,1.3007074286004388,-3.879959979274124,1.411825114956995,step1500-tokens6B,GenPref
0.19345807802870305,0.6843671254166352,-1.34459093019722,1.3904490273955439,step2000-tokens8B,Intercept
0.7725392203779181,1.2755163002641405,-1.3382734875003721,3.8613150425998293,step2000-tokens8B,GenPref
-0.794841749303448,0.5675250465874772,-1.9834841156382432,0.26223882656890796,step20000-tokens83B,Intercept
0.4100886762548076,1.0688751538535515,-1.515938408197724,2.7712974415237994,step20000-tokens83B,GenPref
-0.9599960035395255,0.6255299548571164,-2.3321196169388987,0.12518171745671125,step200000-tokens838B,Intercept
1.775881238920454,1.247850014345718,-0.3219913819514084,4.5050419494088425,step200000-tokens838B,GenPref
0.0015066457873635455,0.6274157070117576,-1.3623628630038505,1.1658722114102336,step2500-tokens10B,Intercept
0.438206268836666,1.1483163175094446,-1.6247127326732378,3.0540663645043606,step2500-tokens10B,GenPref
-0.10426299780333162,0.6272528061708056,-1.4779952134167784,1.0718755824132882,step3000-tokens12B,Intercept
0.4062815016280162,1.1386366107312453,-1.7033556628839128,2.97738942510765,step3000-tokens12B,GenPref
-0.2581697769632621,0.5208739050951061,-1.321398852187719,0.7398857489798732,step30000-tokens125B,Intercept
